male,age,currentSmoker,cigsPerDay,BPMeds,prevalentStroke,prevalentHyp,diabetes,totChol,BMI,heartRate,diabetes_grade,MAP
0.10089543839425799,0.33202083550349637,0.0,0.0317006451748021,0.0,0.0,0.09917032552868511,0.0,0.07455918167704466,0.07988639807282452,0.03432530431166912,0.0,0.24744187133721995
0.10224190075067997,0.32982193089990064,0.0,0.03212369428466741,0.0,0.0,0.10049376603624019,0.0,0.071841097006443,0.0809524921352229,0.03478337982889708,0.0,0.2477417390579488
0.09798295160562438,0.30802510165760927,0.0,0.04903902898052372,0.0,0.0,0.0963076365159455,0.02683692667753645,0.08166403824179502,0.07458546978017977,0.03427021433821611,0.0,0.23128863220256976
0.11476450702519489,0.29995718531980065,0.007900117949987146,0.049504735357036866,0.0,0.0,0.09094869435833079,0.0,0.07767450702667553,0.07354851912044609,0.03244859942217424,0.04693109218090157,0.2063220422394522
0.11482443131456205,0.337167750574475,0.0,0.03272713998468966,0.0,0.0,0.11286116016082758,0.0,0.07542657859144165,0.0544471316342801,0.039064041050948024,0.0,0.23348176668877596
0.11482443131456205,0.3446134155942282,0.0,0.03272713998468966,0.0,0.0,0.11286116016082758,0.0,0.06116184134437888,0.061266203861589666,0.039064041050948024,0.0,0.23348176668877596
0.09580495309393346,0.31546412339578545,0.008179660459387686,0.04206914079801283,0.0,0.0,0.09416687748022606,0.0,0.07984878210963446,0.07444145770007611,0.033552672187009934,0.04859173008026086,0.20788060269567304
0.11452073818697579,0.343701965611051,0.0,0.03264058168533544,0.0,0.0,0.11256265958634307,0.0,0.07044596206430484,0.05430312726600401,0.03896072261368601,0.0,0.2328642429862999
0.09615241741767083,0.29932236628709835,0.008209326359721,0.031059656155587458,0.0,0.0,0.09450840084979598,0.02633555464313845,0.0801383767723423,0.07266518140036365,0.03390367867228065,0.0,0.25770504144200124
0.09580495309393346,0.31546412339578545,0.0,0.05024880125740053,0.0,0.0,0.09416687748022606,0.0,0.07984878210963446,0.07444145770007611,0.033552672187009934,0.04859173008026086,0.20788060269567304
0.11722755700746791,0.3442242321520331,0.0,0.033412076370197025,0.0,0.0,0.1152231971472825,0.0,0.05677843274677536,0.05558663913662445,0.039881600516677836,0.0,0.23766626492294182
0.09615241741767083,0.29932236628709835,0.0,0.039268982515308457,0.0,0.0,0.09450840084979598,0.02633555464313845,0.0801383767723423,0.07266518140036365,0.03390367867228065,0.0,0.25770504144200124
0.11448259039031697,0.3361639769510179,0.0,0.03262970884000917,0.0,0.0,0.1125251640417172,0.0,0.07042249593686967,0.06204164536437403,0.03894774447760797,0.0,0.23278667399808703
0.11452073818697579,0.3362759932409449,0.0,0.03264058168533544,0.0,0.0,0.11256265958634307,0.0,0.07787193443441093,0.05430312726600401,0.03896072261368601,0.0,0.2328642429862999
0.11476450702519489,0.29773885509833686,0.007900117949987146,0.049504735357036866,0.0,0.0,0.09094869435833079,0.0,0.07767450702667553,0.07410310167581204,0.03244859942217424,0.04693109218090157,0.20798578990555003
0.1008487007363437,0.3253276099269496,0.0,0.031685960527672134,0.0,0.0,0.09912438699247798,0.0,0.08106406774032707,0.07984939240433687,0.03430940384722538,0.0,0.24779047782466715
0.10186367213928313,0.3286018040241621,0.0,0.03200485748495009,0.0,0.0,0.10012200438761225,0.0,0.07527468196972471,0.08065302050505355,0.034654703920529,0.0,0.2468252555686852
0.1147645070251949,0.2999571853198007,0.0,0.057404853307024016,0.0,0.0,0.0909486943583308,0.0,0.0771199244713096,0.0735485191204461,0.03244859942217425,0.04693109218090158,0.20687662479481816
0.11577335343622276,0.34746133994042044,0.0,0.03299760078083401,0.0,0.0,0.1137938575870357,0.0,0.06027860214896533,0.05489708890449903,0.039386870716118814,0.0,0.2354112864859039
0.11498279774053025,0.34508870812860915,0.0,0.03277227741870261,0.0,0.0,0.11301681883346955,0.0,0.05986699109302836,0.06135070251424677,0.039117918370385085,0.0,0.23380378590102832
0.11476450702519489,0.29773885509833686,0.007900117949987146,0.049504735357036866,0.0,0.0,0.09094869435833079,0.0,0.07711992447130958,0.07354851912044609,0.03244859942217424,0.04693109218090157,0.2090949550162819
0.11498279774053022,0.3450887081286091,0.0,0.03277227741870261,0.0,0.0,0.11301681883346953,0.0,0.06669546821862214,0.054522225388652965,0.03911791837038508,0.0,0.2338037859010283
0.11498279774053022,0.3376327740106802,0.0,0.03277227741870261,0.0,0.0,0.11301681883346953,0.0,0.07415140233655101,0.054522225388652965,0.03911791837038508,0.0,0.2338037859010283
0.11577335343622276,0.33995414310059346,0.0,0.03299760078083401,0.0,0.0,0.1137938575870357,0.0,0.0677857989887923,0.05489708890449903,0.039386870716118814,0.0,0.2354112864859039
0.09798295160562438,0.30802510165760927,0.00836561418861937,0.04067341479190436,0.0,0.0,0.0963076365159455,0.02683692667753645,0.08166403824179502,0.07458546978017977,0.03427021433821611,0.0,0.23128863220256976
0.11476450702519489,0.29773885509833686,0.0,0.057404853307024,0.0,0.0,0.09094869435833079,0.0,0.07767450702667553,0.07354851912044609,0.03244859942217424,0.04693109218090157,0.20854037246091595
0.11476450702519489,0.29773885509833686,0.007900117949987146,0.049504735357036866,0.0,0.0,0.09094869435833079,0.0,0.07711992447130958,0.07576684934190987,0.03244859942217424,0.04693109218090157,0.20687662479481814
0.1147645070251949,0.2999571853198007,0.0,0.057404853307024016,0.0,0.0,0.0909486943583308,0.0,0.07767450702667554,0.0735485191204461,0.03244859942217425,0.04693109218090158,0.20632204223945222
0.11476450702519489,0.29995718531980065,0.007900117949987146,0.049504735357036866,0.0,0.0,0.09094869435833079,0.0,0.07711992447130958,0.07354851912044609,0.03244859942217424,0.04693109218090157,0.20687662479481814
0.11476450702519489,0.29773885509833686,0.0,0.057404853307024,0.0,0.0,0.09094869435833079,0.0,0.07989283724813931,0.07354851912044609,0.03244859942217424,0.04693109218090157,0.2063220422394522
0.11476450702519489,0.29773885509833686,0.007900117949987146,0.049504735357036866,0.0,0.0,0.09094869435833079,0.0,0.07933825469277336,0.07354851912044609,0.03244859942217424,0.04693109218090157,0.20687662479481814
0.11476450702519489,0.29773885509833686,0.007900117949987146,0.049504735357036866,0.0,0.0,0.09094869435833079,0.0,0.07989283724813931,0.07354851912044609,0.03244859942217424,0.04693109218090157,0.2063220422394522
0.11476450702519489,0.29995718531980065,0.0,0.057404853307024,0.0,0.0,0.09094869435833079,0.0,0.07767450702667553,0.07410310167581204,0.03244859942217424,0.04693109218090157,0.20576745968408625
0.11476450702519489,0.29773885509833686,0.0,0.057404853307024,0.0,0.0,0.09094869435833079,0.0,0.07933825469277336,0.07354851912044609,0.03244859942217424,0.04693109218090157,0.20687662479481814
0.11673059800738667,0.34276497347104645,0.0,0.033270433632879605,0.0,0.0,0.11473473516528598,0.0,0.06077700150384134,0.05535099249083233,0.039712531734385076,0.0,0.23665873399434265
0.11476450702519489,0.29773885509833686,0.0,0.057404853307024,0.0,0.0,0.09094869435833079,0.0,0.07767450702667553,0.07410310167581204,0.03244859942217424,0.04693109218090157,0.20798578990555003
